car_name,Kms_driven,fuel_type,Transmission,Ownership,Manufacture,Engine_cc,Seats,car_prices_in_rupee,Price_in_rupees
Hyundai i20 1.2 Magna,53128,Petrol,Manual,1,2011,998,5,2.25 Lakh,225000
Skoda Superb Elegance 1.8 TSI,39959,Petrol,Manual,2,2011,796,5,3.77 Lakh,377000
Renault KWID Climber 1.0 AMT,4768,Petrol,Automatic,2,2018,1586,5,3.55 Lakh,355000
Hyundai i20 1.2 Sportz,54004,Petrol,Manual,3,2011,796,5,2.16 Lakh,216000
Maruti Wagon R VXI BS IV,16570,Petrol,Manual,1,2017,1496,5,3.54 Lakh,354000
Maruti Alto 800 VXI Optional,7869,Petrol,Manual,3,2019,1497,5,3.22 Lakh,322000
Maruti SX4 Vxi BSIV,67640,Petrol,Manual,1,2012,796,5,2.10 Lakh,210000
Maruti Alto LXi,8934,Petrol,Manual,1,2010,1197,5,1.29 Lakh,129000
Toyota Etios 2014-2016 V,20241,Petrol,Manual,1,2015,1497,5,4.17 Lakh,417000
Honda City 1.5 S MT,67343,Petrol,Manual,1,2009,1086,5,2.32 Lakh,232000
Maruti Alto 800 LXI,10065,Petrol,Manual,1,2012,796,5,1.63 Lakh,163000
Maruti Baleno Zeta,57628,Petrol,Manual,1,2020,1197,5,6.12 Lakh,612000
Honda City i VTEC VX,72375,Petrol,Manual,1,2015,796,5,5.55 Lakh,555000
Hyundai i10 Era,19328,Petrol,Manual,1,2008,796,5,1.40 Lakh,140000
Maruti Alto LXi BSIII,24941,Petrol,Manual,1,2009,1197,5,1.08 Lakh,108000
Hyundai i10 Sportz,56441,Petrol,Manual,1,2011,1197,5,2.07 Lakh,207000
Maruti Alto 800 LXI,89865,Petrol,Manual,1,2013,1197,7,1.56 Lakh,156000
Maruti Alto 800 LXI,25919,Petrol,Manual,1,2017,1493,5,2.51 Lakh,251000
Maruti Swift Dzire 1.2 Vxi BSIV,17363,Petrol,Manual,1,2010,1086,5,2.30 Lakh,230000
Maruti Swift Dzire 1.2 Vxi BSIV,60726,Petrol,Manual,2,2012,1086,5,2.75 Lakh,275000
Maruti Swift RS VXI,54842,Petrol,Manual,2,2013,1497,5,2.99 Lakh,299000
Mahindra TUV 300 mHAWK100 T8,31916,Diesel,Manual,1,2018,796,5,6.43 Lakh,643000
Hyundai i10 Magna 1.1L,35457,Petrol,Manual,1,2013,1248,5,2.50 Lakh,250000
Hyundai i10 Sportz 1.1L,34640,Petrol,Manual,1,2013,1497,5,2.52 Lakh,252000
Honda City 1.5 V MT,39398,Petrol,Manual,3,2010,1086,5,2.54 Lakh,254000
Maruti Alto LXi BSIII,42919,Petrol,Manual,1,2010,1591,5,1.14 Lakh,114000
Maruti Swift Dzire VDI,38359,Diesel,Manual,1,2012,1498,5,3.28 Lakh,328000
Honda City S,101875,Petrol,Manual,1,2011,1248,5,2.90 Lakh,290000
Hyundai i10 Magna Optional 1.1L,21976,Petrol,Manual,1,2008,1248,5,1.61 Lakh,161000
Hyundai Creta 1.6 VTVT E Plus,65531,Petrol,Manual,1,2018,998,7,7.13 Lakh,713000
Renault Duster Petrol RXS,5044,Petrol,Manual,1,2019,1373,5,7.06 Lakh,706000
Maruti Swift Dzire LDI,66906,Diesel,Manual,1,2020,2487,8,5.70 Lakh,570000
Fiat Avventura MULTIJET Emotion,47547,Diesel,Manual,2,2014,1497,5,3.35 Lakh,335000
Maruti Zen Estilo LXI BS IV,25347,Petrol,Manual,1,2010,1196,7,1.54 Lakh,154000
Maruti Ertiga BSIV VXI,49712,Petrol,Manual,1,2017,2498,5,6.21 Lakh,621000
Toyota Camry Hybrid 2.5,4781,Petrol,Automatic,1,2019,1196,5,33.90 Lakh,3390000
Mahindra Marazzo M2 8Str BSIV,21716,Diesel,Manual,1,2019,1197,5,8.58 Lakh,858000
Maruti Eeco 5 Seater AC BSIV,55160,Petrol,Manual,1,2012,1461,5,1.98 Lakh,198000
Mahindra Xylo E4,50788,Diesel,Manual,3,2010,998,5,2.31 Lakh,231000
Maruti Eeco 5 Seater AC BSIV,58475,Petrol,Manual,1,2010,1197,5,1.55 Lakh,155000
Hyundai Xcent 1.2 Kappa S,94321,Petrol,Manual,1,2014,1199,6,2.98 Lakh,298000
Renault Pulse RxL,23907,Diesel,Manual,2,2013,1198,5,2.10 Lakh,210000
Hyundai Venue SX Opt Turbo BSIV,42060,Petrol,Manual,1,2019,1086,7,8.46 Lakh,846000
Hyundai i20 1.2 Asta,25258,Petrol,Manual,1,2017,1497,5,5.53 Lakh,553000
Tata Tiago 1.2 Revotron XT,31043,Petrol,Manual,1,2017,1497,5,3.51 Lakh,351000
Mahindra KUV 100 NXT G80 K2,39057,Petrol,Manual,1,2018,1197,5,3.41 Lakh,341000
Hyundai Santro Xing (Non-AC),20484,Petrol,Manual,1,2011,1298,7,1.13 Lakh,113000
Honda Mobilio V i-VTEC,55517,Petrol,Manual,1,2014,2179,5,4.26 Lakh,426000
Honda City S,53234,Petrol,Manual,2,2013,1061,7,3.56 Lakh,356000
Maruti Ritz LXI,51007,Petrol,Manual,1,2009,2982,5,1.56 Lakh,156000
Maruti Swift 1.3 ZXI,53755,Petrol,Manual,1,2008,1591,5,1.46 Lakh,146000
Tata Hexa XMA,62144,Diesel,Automatic,1,2018,1197,5,10.37 Lakh,1037000
Maruti Wagon R LXI Minor,45130,Petrol,Manual,1,2009,1582,5,1.23 Lakh,123000
Toyota Fortuner 4x4 MT,155124,Diesel,Manual,2,2015,1197,5,13.47 Lakh,1347000
Hyundai Creta 1.6 SX Automatic,30730,Petrol,Automatic,2,2018,2143,5,9.96 Lakh,996000
Maruti Swift Dzire VXI,107488,Petrol,Manual,1,2014,998,7,3.18 Lakh,318000
Hyundai Verna 1.6 SX,86336,Diesel,Manual,2,2014,1248,5,4.18 Lakh,418000
Hyundai i20 Active 1.2 SX,31253,Petrol,Manual,1,2017,1368,5,5.51 Lakh,551000
Mercedes-Benz C-Class C 220 CDI Avantgarde,33235,Diesel,Automatic,2,2015,1451,7,15.89 Lakh,1589000
Maruti S-Presso VXI AT 2019-2022,2258,Petrol,Automatic,1,2021,999,5,4.88 Lakh,488000
Maruti Ertiga VDI,100169,Diesel,Manual,2,2015,1368,5,4.96 Lakh,496000
Jeep Compass 1.4 Limited Plus BSIV,34000,Petrol,Automatic,1,2018,799,5,12.80 Lakh,1280000
MG Hector Sharp CVT,7000,Petrol,Automatic,1,2021,1461,5,17.56 Lakh,1756000
Renault Triber RXZ,5900,Petrol,Manual,1,2021,1197,5,6.55 Lakh,655000
Jeep Compass 1.4 Limited,27398,Petrol,Automatic,1,2017,998,5,11.85 Lakh,1185000
Renault KWID RXT,43259,Petrol,Manual,1,2015,1968,5,2.48 Lakh,248000
Renault Duster 85PS Diesel RxS,15016,Diesel,Manual,1,2018,1197,5,6.75 Lakh,675000
Maruti Swift VXi BSIV,30686,Petrol,Manual,1,2010,1582,5,2.55 Lakh,255000
Maruti Zen Estilo LXI BS IV,39543,Petrol,Manual,1,2010,1061,5,1.85 Lakh,185000
Skoda New Laura Ambiente 2.0 TDI CR MT,93913,Diesel,Manual,1,2010,1198,5,3.23 Lakh,323000
Maruti Swift Dzire VXI 1.2 BS IV,27729,Petrol,Manual,1,2018,1061,5,5.70 Lakh,570000
Hyundai Creta 1.6 CRDi SX,51501,Diesel,Manual,1,2017,1197,5,8.45 Lakh,845000
Maruti Wagon R LX Minor,90147,Petrol,Manual,1,2008,1197,5,"90,174",90174
Honda Amaze S i-VTEC,16419,Petrol,Manual,1,2018,1199,5,5.25 Lakh,525000
Maruti Wagon R LXI Minor,48368,Petrol,Manual,3,2008,998,5,"98,754",98754
Hyundai i20 Active 1.2 S,33193,Petrol,Manual,1,2015,1496,5,4.70 Lakh,470000
Maruti Swift VXI,39260,Petrol,Manual,1,2016,1198,5,4.15 Lakh,415000
Honda Jazz 1.2 SV i VTEC,55212,Petrol,Manual,1,2015,1197,5,3.95 Lakh,395000
Maruti Alto K10 2010-2014 VXI,81674,Petrol,Manual,1,2014,1120,8,1.81 Lakh,181000
Toyota Etios VX,27321,Petrol,Manual,3,2011,796,5,2.39 Lakh,239000
Honda Amaze E i-Vtech,42815,Petrol,Manual,1,2015,998,5,3.19 Lakh,319000
Hyundai Xcent 1.2 Kappa SX,39977,Petrol,Manual,1,2016,796,5,3.81 Lakh,381000
Hyundai Grand i10 CRDi Magna,64669,Diesel,Manual,1,2013,814,5,2.56 Lakh,256000
Maruti Omni E MPI STD BSIV,12603,Petrol,Manual,1,2019,1196,5,2.58 Lakh,258000
Maruti Wagon R VXI,32500,Petrol,Manual,1,2013,1396,5,1.90 Lakh,190000
Maruti Alto 800 LXI,7169,Petrol,Manual,1,2017,1462,7,2.67 Lakh,267000
Hyundai EON Era Plus,10482,Petrol,Manual,2,2012,1198,5,1.86 Lakh,186000
Ford Figo Petrol Titanium,48111,Petrol,Manual,1,2013,1591,5,2.03 Lakh,203000
Hyundai i20 Active 1.4 SX,63210,Diesel,Manual,4,2015,1196,5,3.92 Lakh,392000
Maruti Ciaz Alpha BSIV,35289,Petrol,Manual,1,2018,1199,5,6.77 Lakh,677000
Datsun GO Plus T Option BSIV,27352,Petrol,Manual,3,2014,1248,5,1.60 Lakh,160000
Hyundai Creta 1.6 SX Option,25572,Petrol,Manual,1,2019,796,5,11.46 Lakh,1146000
Maruti Eeco 5 Seater AC BSIV,67967,Petrol,Manual,3,2013,1197,5,2.08 Lakh,208000
Honda Jazz ZX,10834,Petrol,Manual,1,2021,1197,5,6.71 Lakh,671000
Maruti Swift Dzire ZDI,56000,Diesel,Manual,1,2017,1248,5,5.86 Lakh,586000
Maruti Alto 800 LXI,24000,Petrol,Manual,1,2017,1197,5,2.49 Lakh,249000
Maruti Swift AMT VXI BSIV,34000,Petrol,Automatic,1,2019,1198,5,5.55 Lakh,555000
Maruti Swift Dzire AMT ZXI Plus,13000,Petrol,Automatic,1,2017,998,5,5.99 Lakh,599000
Maruti SX4 S Cross DDiS 200 Zeta,158066,Diesel,Manual,1,2015,1598,6,4.40 Lakh,440000
Maruti Swift VXI,22543,Petrol,Manual,3,2011,1451,5,2.25 Lakh,225000
Honda Brio VX,46767,Petrol,Manual,1,2014,1197,7,3.17 Lakh,317000
Maruti Wagon R AMT VXI Plus,7848,Petrol,Automatic,1,2017,1497,6,3.78 Lakh,378000
Skoda Rapid 1.6 MPI Ambition,71245,Petrol,Manual,1,2016,1198,4,3.85 Lakh,385000
MG Hector Plus Sharp CVT,1923,Petrol,Automatic,1,2022,4663,5,19.89 Lakh,1989000
Hyundai i20 Sportz 1.2,38463,Petrol,Manual,2,2017,2994,5,5.12 Lakh,512000
Honda BR-V Style Edition V CVT,28000,Petrol,Automatic,1,2016,1950,5,6.99 Lakh,699000
Mahindra KUV 100 NXT G80 K4 Plus 6Str,19000,Petrol,Manual,1,2017,1991,5,3.49 Lakh,349000
Mercedes-Benz S-Class Maybach S500,24500,Petrol,Automatic,1,2017,1197,5,1.19 Crore,11900000
Audi S5 3.0L TFSI Quattro,11400,Petrol,Automatic,1,2021,1197,5,69 Lakh,6900000
Mercedes-Benz GLC 220d 4MATIC,10400,Diesel,Automatic,1,2020,1493,5,47.99 Lakh,4799000
Mercedes-Benz GLA Class 200,26000,Petrol,Automatic,2,2015,796,6,18 Lakh,1800000
Hyundai i20 Sportz Plus BSIV,30000,Petrol,Manual,1,2019,1198,6,5.69 Lakh,569000
Maruti Baleno Alpha,24000,Petrol,Manual,1,2018,1198,5,5.99 Lakh,599000
Hyundai Verna CRDi,100004,Diesel,Manual,2,2009,1248,5,1.25 Lakh,125000
Maruti Alto STD,25373,Petrol,Manual,2,2008,998,5,"63,046",63046
Mahindra KUV 100 NXT G80 K2,25635,Petrol,Manual,1,2017,1497,5,3.26 Lakh,326000
Mahindra KUV 100 mFALCON G80 K4,46982,Petrol,Manual,1,2016,1497,5,2.81 Lakh,281000
Maruti Ritz VDi,94989,Diesel,Manual,1,2011,998,5,1.92 Lakh,192000
Maruti Zen Estilo VXI BSIII,18322,Petrol,Manual,1,2008,1396,5,1.12 Lakh,112000
Ford Ecosport 1.5 Petrol Titanium BSIV,34364,Petrol,Manual,1,2019,1197,7,6.87 Lakh,687000
Hyundai Creta SX,17893,Petrol,Manual,1,2021,1498,5,13.62 Lakh,1362000
Hyundai Venue SX Plus Turbo DCT BSIV,15224,Petrol,Automatic,1,2019,1198,7,9.84 Lakh,984000
Hyundai Verna 1.4 VTVT,90228,Petrol,Manual,1,2014,2982,5,3.99 Lakh,399000
Maruti Swift VVT VXI,76279,Petrol,Manual,2,2014,995,5,3.07 Lakh,307000
Honda BR-V i-DTEC V MT,68861,Diesel,Manual,1,2016,1197,5,5.88 Lakh,588000
Skoda Fabia 1.2 MPI Ambiente Petrol,52816,Petrol,Manual,1,2011,1399,5,1.44 Lakh,144000
Toyota Fortuner 3.0 Diesel,314273,Diesel,Manual,2,2009,1451,5,6.34 Lakh,634000
Chevrolet Spark 1.0 PS,5439,Petrol,Manual,1,2009,796,5,"87,629",87629
Hyundai i20 1.2 Magna Executive,64164,Petrol,Manual,1,2017,1199,5,4.65 Lakh,465000
Ford Figo Diesel ZXI,60834,Diesel,Manual,1,2012,1968,5,2.02 Lakh,202000
MG Hector Sharp DCT,14700,Petrol,Automatic,1,2019,2523,5,15.50 Lakh,1550000
Maruti Alto 800 LXI,25000,Petrol,Manual,1,2022,1997,5,2.39 Lakh,239000
Tata Nexon XM,10000,Petrol,Manual,1,2022,1498,5,8 Lakh,800000
Audi A3 35 TDI Premium Plus,39000,Diesel,Automatic,1,2020,1248,7,25.80 Lakh,2580000
Mahindra Bolero Plus AC,80000,Diesel,Manual,1,2014,1497,5,4.20 Lakh,420000
Honda CR-V Special Edition,25000,Petrol,Automatic,1,2020,2498,5,22.50 Lakh,2250000
Honda Amaze SX i-DTEC,75656,Diesel,Manual,2,2015,1399,5,3.50 Lakh,350000
Maruti Vitara Brezza ZDi,30000,Diesel,Manual,1,2019,1248,5,8.50 Lakh,850000
Ford Ecosport 1.5 Petrol Ambiente BSIV,60000,Petrol,Manual,1,2017,1248,5,5.20 Lakh,520000
Mahindra Xylo E4 BS IV,120000,Diesel,Manual,3,2011,796,5,1.80 Lakh,180000
Ford Figo Diesel Titanium,100000,Diesel,Manual,2,2013,936,5,1.85 Lakh,185000
Maruti Swift Dzire LDI,70000,Diesel,Manual,2,2015,1197,5,3.50 Lakh,350000
Maruti Swift Dzire VDI,120000,Diesel,Manual,2,2015,998,5,4.20 Lakh,420000
Maruti Alto 800 LXI,50000,Petrol,Manual,3,2014,796,5,1.75 Lakh,175000
Chevrolet Beat Diesel LS,90000,Diesel,Manual,2,2012,2523,5,1.20 Lakh,120000
Hyundai i10 Magna,70000,Petrol,Manual,1,2008,1248,5,1.15 Lakh,115000
Maruti Wagon R CNG LXI BSIV,20000,Cng,Manual,1,2020,1956,5,5 Lakh,500000
Maruti Alto LXi,50000,Petrol,Manual,2,2007,1248,5,"80,000",80000
Mahindra Bolero DI - AC BS III,25000,Diesel,Manual,2,2014,1199,5,4.50 Lakh,450000
Maruti SX4 S Cross DDiS 200 Alpha,65000,Diesel,Manual,2,2017,1197,7,6.60 Lakh,660000
Jeep Compass 2.0 Limited 4X4,90000,Diesel,Manual,1,2018,1956,7,15 Lakh,1500000
Maruti Vitara Brezza VDi,30000,Diesel,Manual,1,2019,1956,8,8.10 Lakh,810000
Chevrolet Beat LT,60000,Petrol,Manual,1,2011,2498,5,1.75 Lakh,175000
Maruti Ignis Sigma,10000,Petrol,Manual,1,2021,1196,5,5 Lakh,500000
MG Hector Sharp Diesel MT BSIV,30000,Diesel,Manual,1,2020,796,5,15.70 Lakh,1570000
MG Hector Sharp Diesel MT BSIV,32000,Diesel,Manual,1,2020,1498,5,15 Lakh,1500000
Mahindra Thar 4X4,10000,Diesel,Manual,2,2014,1498,5,6.90 Lakh,690000
Maruti Eeco 7 Seater STD 2020-2022,110000,Petrol,Manual,1,2020,936,5,4.20 Lakh,420000
Maruti Omni E MPI STD BSIV,120000,Petrol,Manual,1,2013,1396,5,1.20 Lakh,120000
Maruti Omni E 8 Str STD,80000,Petrol,Manual,2,2007,1120,4,"85,000",85000
Ford Ecosport 1.5 Diesel Titanium BSIV,53000,Diesel,Manual,1,2018,1197,6,6.50 Lakh,650000
Volkswagen Polo 1.5 TDI Trendline,80000,Diesel,Manual,3,2014,1199,5,2.50 Lakh,250000
Chevrolet Beat Diesel LT,50000,Diesel,Manual,1,2012,796,5,1.17 Lakh,117000
Hyundai Elite i20 2018 Diesel Asta Option,40000,Diesel,Manual,1,2018,1462,7,6.40 Lakh,640000
Hyundai Xcent 1.1 CRDi Base,60000,Diesel,Manual,1,2015,1086,5,4.50 Lakh,450000
Hyundai i20 Sportz Option 1.2,60000,Petrol,Manual,3,2015,1197,5,3.90 Lakh,390000
Tata Tigor 1.2 Revotron XE,40000,Petrol,Manual,1,2018,2956,5,3.50 Lakh,350000
Maruti 800 Std,50000,Petrol,Manual,2,2012,1497,5,"85,000",85000
Maruti XL6 Zeta,10000,Petrol,Manual,1,2021,1598,5,10 Lakh,1000000
Hyundai i10 Sportz 1.1L,80000,Petrol,Manual,3,2009,1498,5,"98,000",98000
Hyundai i10 Magna,60000,Petrol,Manual,1,2011,1197,5,2 Lakh,200000
Tata Sumo CX,400000,Diesel,Manual,1,2012,799,5,2 Lakh,200000
Honda City i VTEC V,120000,Petrol,Manual,1,2017,1498,5,6.50 Lakh,650000
Volkswagen Vento Petrol Highline,90000,Petrol,Manual,1,2010,999,7,1.75 Lakh,175000
Honda Amaze VX i-DTEC,100000,Diesel,Manual,1,2014,1498,5,4.95 Lakh,495000
Hyundai i10 Magna 1.2 iTech SE,40000,Petrol,Manual,1,2010,1248,5,1.50 Lakh,150000
Renault KWID RXT,50000,Petrol,Manual,1,2018,2523,5,2.50 Lakh,250000
Nissan Sunny XL,100000,Petrol,Manual,3,2012,796,7,2.10 Lakh,210000
Datsun RediGO 1.0 T Option,5000,Petrol,Manual,1,2018,1582,7,2.15 Lakh,215000
Nissan Sunny XL,100000,Petrol,Manual,3,2012,1199,5,2.10 Lakh,210000
Maruti SX4 S Cross Alpha DDiS 200 SH,60000,Diesel,Manual,2,2017,1373,5,6.70 Lakh,670000
Mahindra Bolero ZLX,50000,Diesel,Manual,3,2013,1999,5,4 Lakh,400000
Maruti Alto 800 CNG LXI,50000,Cng,Manual,5,2014,1199,5,2 Lakh,200000
Hyundai Creta 1.6 CRDi SX,120000,Diesel,Manual,1,2016,1498,7,7.90 Lakh,790000
Tata Tiago 1.2 Revotron XT,50000,Petrol,Manual,1,2018,1197,5,3.70 Lakh,370000
Maruti Ertiga VXI Limited Edition,20000,Petrol,Manual,1,2020,1499,5,9 Lakh,900000
Mahindra XUV700 AX7 AT,120000,Petrol,Automatic,1,2022,2179,5,9.59 Lakh,959000
Tata Tiago 1.2 Revotron XZ,100000,Petrol,Manual,1,2018,2993,5,3.30 Lakh,330000
Honda Amaze VX i-DTEC,70000,Diesel,Manual,2,2013,1248,5,3.50 Lakh,350000
Maruti Baleno Alpha,50000,Petrol,Manual,2,2022,1396,5,5.25 Lakh,525000
Ford Fiesta Petrol Titanium Plus,60000,Petrol,Manual,1,2012,1399,5,3 Lakh,300000
Mahindra XUV500 AT W6 2WD,70000,Diesel,Automatic,2,2016,1798,7,7 Lakh,700000
BMW X5 xDrive 30d,150000,Diesel,Automatic,3,2013,1498,5,13 Lakh,1300000
Maruti Swift Dzire VDI,60000,Diesel,Manual,2,2017,814,5,4.20 Lakh,420000
Tata Indigo LX TDI BSIII,40000,Diesel,Manual,1,2011,1997,5,1 Lakh,100000
Ford Figo Diesel Titanium,70000,Diesel,Manual,2,2012,1399,5,1.30 Lakh,130000
Skoda Superb Elegance 1.8 TSI,80000,Petrol,Manual,2,2010,1461,5,3.60 Lakh,360000
Ford Ecosport 1.5 DV5 MT Titanium,120000,Diesel,Manual,2,2014,796,5,4.25 Lakh,425000
Hyundai EON Era,110000,Petrol,Manual,1,2013,1582,5,1.80 Lakh,180000
Mahindra Scorpio 1.99 S10,80000,Diesel,Manual,1,2016,1248,7,9 Lakh,900000
Ford Ikon 1.4 TDCi DuraTorq,60000,Diesel,Manual,2,2009,998,5,1.10 Lakh,110000
Renault Duster 110PS Diesel RxZ,72310,Diesel,Manual,2,2014,1248,5,3.90 Lakh,390000
Maruti Alto 800 VXI,5000,Petrol,Manual,1,2022,2179,5,4.20 Lakh,420000
Hyundai Verna 1.6 SX,70000,Diesel,Manual,3,2013,1298,5,4 Lakh,400000
Maruti Swift Dzire VDI,90000,Diesel,Manual,1,2015,998,7,3.90 Lakh,390000
Maruti Wagon R VXI Optional,90000,Petrol,Manual,1,2016,1298,5,3.50 Lakh,350000
Tata Zest Quadrajet 1.3 75PS XE,60000,Diesel,Manual,1,2019,1995,5,6.10 Lakh,610000
Tata Safari Storme VX 4WD Varicor 400,18000,Diesel,Manual,1,2018,2523,5,12 Lakh,1200000
Maruti Swift VXI BSIII,105000,Petrol,Manual,3,2010,1197,5,1.25 Lakh,125000
Maruti Wagon R LXI CNG Optional,60000,Cng,Manual,3,2015,998,5,2.90 Lakh,290000
Maruti Swift 1.3 ZXI,100000,Petrol,Manual,1,2010,998,5,2 Lakh,200000
BMW 3 Series 320d,120000,Diesel,Automatic,1,2009,796,5,4 Lakh,400000
Mahindra Bolero SLE,100000,Diesel,Manual,1,2010,1396,5,3 Lakh,300000
Maruti Swift Dzire VXI,60000,Petrol,Manual,2,2012,1061,5,3 Lakh,300000
Maruti Wagon R LXI,70600,Petrol,Manual,1,2013,1499,5,2.30 Lakh,230000
Maruti Wagon R VXI,25000,Petrol,Manual,1,2020,1086,5,4.78 Lakh,478000
Maruti Alto 800 LXI,30000,Petrol,Manual,1,2016,1248,5,2.50 Lakh,250000
Hyundai i20 Sportz Option 1.4 CRDi,90000,Diesel,Manual,1,2015,1582,5,4.20 Lakh,420000
Maruti Zen Estilo 1.1 VXI BSIII,37200,Petrol,Manual,1,2007,1582,5,1.02 Lakh,102000
Ford Ecosport 1.5 Ti VCT MT Ambiente,90000,Petrol,Manual,1,2015,1197,5,5.95 Lakh,595000
Hyundai Santro Xing GL Plus,60000,Petrol,Manual,2,2011,1497,5,1.30 Lakh,130000
Maruti SX4 VDI,146000,Diesel,Manual,4,2012,1498,5,2 Lakh,200000
Hyundai Verna 1.6 CRDi EX MT,80000,Diesel,Manual,2,2013,796,5,3.95 Lakh,395000
Hyundai Verna 1.6 SX,80000,Diesel,Manual,2,2014,1197,5,6 Lakh,600000
Maruti Swift Dzire LXI,25000,Petrol,Manual,1,2018,1451,5,6 Lakh,600000
Honda City S,60000,Petrol,Manual,2,2009,1498,5,2.50 Lakh,250000
Honda City i DTEC V,110000,Diesel,Manual,2,2014,1248,5,4.60 Lakh,460000
Maruti Alto 800 VXI,20000,Petrol,Manual,1,2017,796,5,3 Lakh,300000
Maruti Baleno 1.2 Delta,30000,Petrol,Manual,1,2018,2143,5,5.38 Lakh,538000
MG Hector Sharp DCT,50000,Petrol,Automatic,1,2019,1248,5,16 Lakh,1600000
Nissan Sunny XL,60000,Petrol,Manual,1,2012,1396,5,2.75 Lakh,275000
Maruti Ritz VDi,64000,Diesel,Manual,2,2011,1396,7,3 Lakh,300000
Maruti Alto 800 LXI,20000,Petrol,Manual,1,2021,1498,5,3.80 Lakh,380000
Mercedes-Benz C-Class 250 CDI Classic,70000,Diesel,Automatic,2,2011,1396,7,7.10 Lakh,710000
Maruti Swift Dzire VDI,34000,Diesel,Manual,1,2015,2179,7,5.10 Lakh,510000
Hyundai Verna 1.4 VTVT,60000,Petrol,Manual,3,2012,1199,5,3.50 Lakh,350000
Hyundai Verna 1.4 VTVT,60000,Petrol,Manual,3,2012,999,5,3.50 Lakh,350000
Ford Aspire 1.5 TDCi Trend,90000,Diesel,Manual,1,2017,1248,5,4 Lakh,400000
Hyundai i20 Sportz Option 1.4 CRDi,70000,Diesel,Manual,2,2017,1298,5,5.50 Lakh,550000
Mahindra XUV500 W6 2WD,90000,Diesel,Manual,3,2013,998,5,4 Lakh,400000
Tata Tiago 1.2 Revotron XZ,95105,Petrol,Manual,1,2019,1198,5,3.95 Lakh,395000
Renault Triber RXZ EASY-R AMT,20000,Petrol,Automatic,1,2020,1451,7,6.50 Lakh,650000
Maruti Ertiga SHVS VDI,100000,Diesel,Manual,2,2016,796,5,5.50 Lakh,550000
Maruti Swift Dzire VXi,90000,Petrol,Manual,4,2009,1956,5,1.99 Lakh,199000
Maruti Alto K10 2010-2014 VXI,60000,Petrol,Manual,1,2012,2477,7,1.65 Lakh,165000
Honda Brio V MT,25000,Petrol,Manual,1,2012,1956,5,2.60 Lakh,260000
MG Hector Sharp DCT,35000,Petrol,Automatic,3,2019,814,5,14.50 Lakh,1450000
Maruti Alto LXi,100000,Petrol,Manual,1,2007,1248,5,"90,000",90000
Jeep Compass 2.0 Longitude BSIV,80000,Diesel,Manual,1,2018,998,5,13 Lakh,1300000
Mitsubishi Pajero Sport 4X4,120000,Diesel,Manual,2,2013,998,4,6.50 Lakh,650000
Tata Harrier XZ BSIV,90000,Diesel,Manual,1,2019,1497,4,14 Lakh,1400000
Hyundai EON LPG Era Plus,162000,Lpg,Manual,1,2016,1248,5,2.60 Lakh,260000
Maruti Ertiga ZDI,120000,Diesel,Manual,4,2014,3996,4,4.50 Lakh,450000
Maruti Wagon R CNG LXI,60000,Cng,Manual,2,2021,3996,5,5.10 Lakh,510000
Maruti Wagon R LXI CNG,80000,Cng,Manual,1,2019,1998,5,4.90 Lakh,490000
Honda City S,120000,Petrol,Manual,2,2010,1997,5,2.50 Lakh,250000
Tata Zest Quadrajet 1.3 XMA,70000,Diesel,Automatic,4,2016,1968,5,2.90 Lakh,290000
Audi RS7 4.0 TFSI,7100,Petrol,Automatic,1,2021,1968,5,1.75 Crore,17500000
Audi RS7 4.0 TFSI,11500,Petrol,Automatic,1,2020,1984,5,1.75 Crore,17500000
Audi A4 Technology,16000,Petrol,Automatic,1,2021,1998,5,41.80 Lakh,4180000
Mahindra Thar LX 4-Str Hard Top,5500,Petrol,Manual,1,2022,1999,5,16.80 Lakh,1680000
Audi Q5 30 TDI quattro Premium Plus,56500,Diesel,Automatic,1,2016,1395,5,23.90 Lakh,2390000
Audi A4 35 TDI Technology Edition,45500,Diesel,Automatic,1,2014,1968,5,14.80 Lakh,1480000
Audi A6 45 TFSI Technology,16000,Petrol,Automatic,0,2021,1968,5,57.80 Lakh,5780000
Audi A4 Technology,12000,Petrol,Automatic,1,2021,1781,5,45.90 Lakh,4590000
Jaguar XF 2.0 Diesel Prestige,59000,Diesel,Automatic,1,2018,1798,5,29.80 Lakh,2980000
Audi A4 30 TFSI Technology,41000,Petrol,Automatic,1,2018,1248,7,33.80 Lakh,3380000
Audi Q3 35 TDI Quattro Premium,44600,Diesel,Automatic,1,2017,1368,5,23.90 Lakh,2390000
Audi Q3 35 TDI Quattro Premium Plus,38500,Diesel,Automatic,2,2013,796,5,12.80 Lakh,1280000
Audi A4 1.8 TFSI,57500,Petrol,Automatic,3,2013,1493,5,14.80 Lakh,1480000
Audi A6 35 TFSI Matrix,12000,Petrol,Automatic,1,2016,1968,5,33.80 Lakh,3380000
Maruti Swift VDI BSIV,84703,Diesel,Manual,3,2014,1248,4,3.29 Lakh,329000
Jeep Compass 1.4 Longitude Plus AT,78000,Petrol,Automatic,1,2018,1248,5,16.90 Lakh,1690000
Maruti Alto 800 LXI,26562,Petrol,Manual,1,2017,1199,5,2.67 Lakh,267000
Mahindra Quanto C2,93021,Diesel,Manual,3,2013,1998,5,1.97 Lakh,197000
Audi A4 35 TDI Technology,43900,Diesel,Automatic,1,2019,1798,5,32.80 Lakh,3280000
